,review,rating,title,keywords_by_method1,keywords_by_method2
237,"If you have the motivation to sweat and take action, this app helps you take action smartly.",5,Consistency and Commitment,"['action smartly', 'motivation to sweat', 'action', 'smartly', 'motivation', 'sweat', 'app']","['motivation sweat', 'sweat action', 'sweat', 'action app', 'app', 'app helps', 'action smartly', 'motivation', 'helps action', 'action']"
238,"I have been waiting for you to add Garmin support. Unfortunately, it is not logging my work out very well. I do enjoy the videos, and the workouts, but for the app to add real value that has to properly capture my swimming.",2,"Thank you for the Garmin support, but it doesn’t work very well","['add Garmin support', 'Garmin support', 'add Garmin', 'Garmin', 'support', 'add', 'waiting', 'app to add', 'add real', 'logging my work']","['garmin support', 'add garmin', 'garmin', 'workouts app', 'capture swimming', 'app', 'app add', 'unfortunately logging', 'logging', 'videos workouts']"
239,Almost all workouts require a subscription.  29/month or 179/year.  Everything free is tracking and the community. I didn’t click through on the community link so I don’t know how far in you go without a subscription.,1,Useless without subscription,"['workouts require', 'require a subscription', 'subscription', 'year', 'workouts', 'require', 'community', 'n’t', 'month', 'free']","['require subscription', 'subscription', 'far subscription', 'subscription 29', 'free tracking', 'year free', 'free', 'workouts require', 'tracking community', 'workouts']"
240,Using the app for almost 2 years. Really enjoy seeing my improvement  on a daily basis,5,Great app,"['years', 'app', 'daily basis', 'basis', 'enjoy', 'improvement', 'daily']","['app years', 'app', 'using app', 'improvement daily', 'seeing improvement', 'daily basis', 'daily', 'using', 'improvement', 'years']"
241,"This app allows you to download it for free but everything I’ve checked out is a paid feature. 

It looks legit, and if I paid for it, I’m sure I’d improve, but at least give something for free, and no not a 7 day trial that will charge me at the end(I know a can cancel right when I start the trail to not pay).",1,Not free whatsoever.,"['’ve checked', 'paid feature', 'free', 'feature', 'day trial', 'paid', 'start the trail', 'app', 'download', '’ve']","['improve free', 'paid feature', 'trail pay', 'app', 'start trail', 'download free', 'trail', 'free', 'app allows', 'free ve']"
242,"The app itself is great, I love how easy it is to make programs, however when I try to load a program on my Fitbit Versa it says “connection error” I have tried uninstalling the app, but nothing seems to work regardless of what I’m doing.",2,Can’t get it to work on my Fitbit versa,"['Fitbit Versa', 'connection error', 'uninstalling the app', 'love how easy', 'make programs', 'load a program', 'app', 'Fitbit', 'Versa', 'great']","['program fitbit', 'fitbit versa', 'fitbit', 'connection error', 'tried uninstalling', 'uninstalling app', 'app work', 'programs try', 'program', 'app great']"
243,"The amount of functionality that’s locked behind a subscription is pretty out of control. At the very least, I expect to be able to structure my own workouts, without being able to tap into guided workouts and coaching.",1,Paywall overkill,"['amount of functionality', 'subscription is pretty', 'control', 'amount', 'functionality', 'locked', 'subscription', 'pretty', 'tap into guided', 'workouts']","['subscription', 'guided workouts', 'locked subscription', 'subscription pretty', 'workouts coaching', 'functionality', 'structure workouts', 'workouts able', 'workouts', 'functionality locked']"
244,Worked great at first.  Now I experience connection and tracking problems all the time.  It will just cut off in the middle of my swim and not log it.  During free swim will not log the distance at all.  Today swam 825 meters it logged 275 meters.  Very disappointed.,2,Connection Problems,"['Worked great', 'Worked', 'great', 'meters', 'log', 'swim', 'experience connection', 'connection and tracking', 'tracking problems', 'time']","['swim log', 'tracking problems', 'swam 825', 'today swam', 'tracking', 'worked great', 'meters disappointed', 'meters logged', 'connection tracking', '825 meters']"
245,This free version is worthless. There is nothing there. I don’t mind if you want me to purchase more but don’t pretend you are giving me something. I’m so disgusted with your worthless free version I refuse to buy from you. On top of that $15/ month is ridiculous too. Now I just want to tell other swimmers not to support such nonsense.,1,Don’t bother,"['free version', 'worthless free version', 'free', 'version', 'worthless', 'n’t', 'worthless free', 'n’t mind', 'n’t pretend', 'month']","['free version', 'swimmers support', 'worthless free', 'tell swimmers', 'swimmers', 'free', 'version worthless', 'version', 'version refuse', 'worthless']"
246,I’ve been using this app for a couple of years now and find it’s not accurate in recording distance (always short) and lately there has been trouble transferring my swim workouts to my account.  I using an Apple II watch and iPhone7.,1,Missing the Mark with Performance,"['recording distance', 'couple of years', 'accurate in recording', 'trouble transferring', 'transferring my swim', 'swim workouts', 'Apple II watch', 'distance', 'short', 'account']","['accurate recording', 'recording distance', 'workouts account', 'app', 'watch iphone7', 'using app', 'recording', 'distance short', 'iphone7', 'app couple']"
247,"This App and everything it offers is astounding! Couldn’t be better!  Best app, year after year IMHO.  Improved everything for me!",5,BEST APP EVER! Masters Coach on your wrist!,"['offers is astounding', 'astounding', 'App', 'year IMHO', 'offers', 'IMHO', 'year', 'n’t', 'Improved', 'year after year']","['best app', 'app', 'app offers', 'app year', 'imho improved', 'improved', 'best', 'better best', 'astounding', 'better']"
248,"The app it is the best around for swimming but the app freeze each time I try to log or just watched the work out. Even I am not a free member. It is not randomly it happens 100%. 
Sometimes during the work out it also freeze, now this issue does happen now and then. 

But over all it is good and it is the best out there. 

Hopefully they will fix this little issues I am experincing with it. 

Enjoy",3,Good app but need to be polish,"['app freeze', 'watched the work', 'app', 'freeze each time', 'work', 'swimming', 'time', 'log', 'watched', 'free member']","['swimming app', 'app freeze', 'app best', 'app', 'swimming', 'best swimming', 'freeze issue', 'work freeze', 'issues', 'issue']"
249,I purchased the app in full for a year . It’s expensive so I didn’t expect difficulty. The videos don’t play immediately. Also the graphics overlap on my programs,3,Video issue,"['n’t expect difficulty', 'expect difficulty', 'purchased the app', 'app in full', 'n’t expect', 'n’t play immediately', 'year', 'difficulty', 'n’t', 'play immediately']","['purchased app', 'difficulty videos', 'app', 'app year', 'programs', 'graphics', 'difficulty', 'immediately graphics', 'play immediately', 'videos don']"
250,I went on this app thinking there would be many workouts and I could actually do things! But no. I have to get an elite membership just so I can unlock the workouts I actually want to do. I do NOT recommend this app to anyone who actually wants to swim and workout.,1,Terrible. Way too expensive👎,"['app thinking', 'things', 'thinking', 'app', 'workouts', 'recommend this app', 'elite membership', 'workout', 'elite', 'membership']","['unlock workouts', 'swim workout', 'app actually', 'workouts actually', 'app', 'elite membership', 'went app', 'workout', 'app thinking', 'membership just']"
251,Awesome app.  Very user friendly and reliable.  I use it six days a week with the Apple Watch.,5,Outstanding swim app.,"['Awesome app', 'Awesome', 'app', 'Apple Watch', 'Watch', 'reliable', 'Apple', 'friendly and reliable', 'user', 'friendly']","['awesome app', 'apple watch', 'app', 'app user', 'reliable use', 'week apple', 'user friendly', 'reliable', 'apple', 'friendly reliable']"
252,"You can’t do anything with this app unless you pay for elite. I can basically log a workout and that’s it. I can’t watch any of the videos or get a set to help me structure a workout, not worth it unless you wanna pay for it!",2,Can’t do anything,"['pay for elite', 'elite', 'n’t', 'pay', 'app', 'workout', 'log a workout', 'n’t watch', 'wanna pay', 'basically log']","['workout watch', 'log workout', 'workout worth', 'app', 'workout', 'watch videos', 'structure workout', 'videos set', 'pay elite', 'elite basically']"
253,"Really great app in theory, but has a lot of bugs. I have some workouts that I started to check the interface out but didn’t actually do, but I can’t seem to delete them???",2,App doesn’t let me delete workouts,"['app in theory', 'lot of bugs', 'great app', 'theory', 'bugs', 'great', 'app', 'lot', 'started to check', 'check the interface']","['bugs workouts', 'actually delete', 'great app', 'app', 'delete', 'workouts', 'bugs', 'lot bugs', 'workouts started', 'app theory']"
254,Very misleading on the App Store. Appears to have a free version with some limited features but really has nothing at all. Would not even show me all the workouts that I manually inputted and logged. I don’t mind pay apps but don’t appreciate being deceived into a useless download.,1,Misleading - no free features,"['App Store', 'Store', 'misleading', 'n’t', 'App', 'apps', 'free version', 'limited features', 'logged', 'inputted and logged']","['misleading app', 'app store', 'workouts manually', 'app', 'useless download', 'free version', 'apps don', 'apps', 'pay apps', 'really workouts']"
