connect,nutrition,smart,easy,community,analyze,customer,custom,coach,track,video,goggles
"I love these revolutionary goggles! I think it is great to read your performance and be able to make any changes immediately rather then at the end of your lap. I believe it motivates you to go further and do better. 

My one wish would be if it worked with Garmin Fenix 5X and the triHRM Heart belt. I use my Garmin watch all the time and when synced I have two swimming data that comes one from Form and the other from Garmin. :-( Strava doesn’t connect these two data either so it is a bit manual process to combine these two separately. 

The battery lasts long, cleaning and maintenance is easy. I think you only loose 25% of your vision not 50% as some mentioned because the data is transparent. 

I recommend every swimmer enthusiast these goggles.",,,"I love these revolutionary goggles! I think it is great to read your performance and be able to make any changes immediately rather then at the end of your lap. I believe it motivates you to go further and do better. 

My one wish would be if it worked with Garmin Fenix 5X and the triHRM Heart belt. I use my Garmin watch all the time and when synced I have two swimming data that comes one from Form and the other from Garmin. :-( Strava doesn’t connect these two data either so it is a bit manual process to combine these two separately. 

The battery lasts long, cleaning and maintenance is easy. I think you only loose 25% of your vision not 50% as some mentioned because the data is transparent. 

I recommend every swimmer enthusiast these goggles.",,,,,,,,"I love these revolutionary goggles! I think it is great to read your performance and be able to make any changes immediately rather then at the end of your lap. I believe it motivates you to go further and do better. 

My one wish would be if it worked with Garmin Fenix 5X and the triHRM Heart belt. I use my Garmin watch all the time and when synced I have two swimming data that comes one from Form and the other from Garmin. :-( Strava doesn’t connect these two data either so it is a bit manual process to combine these two separately. 

The battery lasts long, cleaning and maintenance is easy. I think you only loose 25% of your vision not 50% as some mentioned because the data is transparent. 

I recommend every swimmer enthusiast these goggles."
,,,,,,,,,,,"After admiring them for awhile, I’m very grateful to have been gifted a pair of Form goggles by my teammate. I’m fascinated by all the metrics available upon synching and am very happy with the very user friendly interface!  I really look forward to learning more about my swims afterwards as well as seeing the real time info available as I swim!!!"
,,,,,,"I was really disappointed to learn the collected data from the Form Goggles cannot be pushed to Garmin Connect. Form should take a look at how Zwift (for cycling) does it because it cannot be that hard!

UPDATE:
Response from Form: “Unfortunately this is due to a limitation from Garmin's side and we are not able to send them our data.”

My Response:
First, thank you for responding, it shows Form cares about customer satisfaction. However, Zwift (and I’m sure others) seems to send data to Garmin Connect just fine, how is this Garmin’s limitation? 

BTW, I’ve been a developer for 25 years so I can understand technical limitations between disparate systems but if other platforms are pushing data to Garmin, the problem is most likely NOT them.","I was really disappointed to learn the collected data from the Form Goggles cannot be pushed to Garmin Connect. Form should take a look at how Zwift (for cycling) does it because it cannot be that hard!

UPDATE:
Response from Form: “Unfortunately this is due to a limitation from Garmin's side and we are not able to send them our data.”

My Response:
First, thank you for responding, it shows Form cares about customer satisfaction. However, Zwift (and I’m sure others) seems to send data to Garmin Connect just fine, how is this Garmin’s limitation? 

BTW, I’ve been a developer for 25 years so I can understand technical limitations between disparate systems but if other platforms are pushing data to Garmin, the problem is most likely NOT them.",,,,
,,,,,,,,,,,
,,,,,,,,,"Goggles/software do function well and as advertised. However, subscription price for workouts in addition to the high initial cost of buying their product is a slap in the face. Almost every other sport tracking wearable gives you the ability to integrate workouts with no extra cost. I will stick to manually performing workouts with the unsubscribed version until they break, then likely seek a different brand.",,
,,,,,,,,,,,
,,,,,,,,,,,"I bought the goggles for the real-time telemetry.  The true potential was the workouts.  I stay engaged and improving without boredom.  I use a plentiful variety of structured workouts that use drills, equipment and just plain fun to pour on the power!  My times are improving too."
,,,,,,,,,,,"I have these googles and they are pretty neat.  I’m fortunate to be grandfathered in and the workouts features are nice.  I’m very disappointed that Form decided to move to a subscription model for any future users.  You CAN NOT use these goggles without a subscription now.

The subscription is on par with the cost of a Peleton subscription and more than Zwift or Wahoo Systm, and provides way less value.

See below the email I received from FORM.

If you purchased your goggles before May 26, your FORM experience won't change. But we wanted to let you know what's changing for swimmers who purchase after May 26. Real-time metrics in pool, open water, and swim spa are now part of the FORM membership. New swimmers will be required to have an active membership to access this and all member features."
,,,"The googles are great! The app is also clean and easy to use. However, as a competitive swimmer many of the workouts are very simple. I would like the ability to create my own workouts so then I have complete control on the workouts and then could align with my workout schedule.",,,,,,,,
"I have been using the goggles regularly for both pool and OW swims. Both with Apple Watch and Garmin connect as the goggles when used for OW simply function as a display while the Watch control the recording and swim.

1. Current pace not available, only average page for entire workout
2. HR displayed after pausing workout is wrong, both in FORM app and goggles. Heart rate shown is 20 BPM above actual rate and when examine using the FORM app the entire second half of the swim has HR increased by 20 BPM compared to first half.

In short totally unreliable data.

Furthermore this kind of errors are obvious software bugs and reveals that the goggles have not been tested properly when used for OW swims.

The only thing the goggles can be used for during OW swim is to display the total distance.",,,,,,,,,,,"I have been using the goggles regularly for both pool and OW swims. Both with Apple Watch and Garmin connect as the goggles when used for OW simply function as a display while the Watch control the recording and swim.

1. Current pace not available, only average page for entire workout
2. HR displayed after pausing workout is wrong, both in FORM app and goggles. Heart rate shown is 20 BPM above actual rate and when examine using the FORM app the entire second half of the swim has HR increased by 20 BPM compared to first half.

In short totally unreliable data.

Furthermore this kind of errors are obvious software bugs and reveals that the goggles have not been tested properly when used for OW swims.

The only thing the goggles can be used for during OW swim is to display the total distance."
